muin_egin	DIO/ERG/INE
zatitu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABL-ABS#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_bila_ZERO#DU/ERG/ABS-ZERO_bezala_ZERO#DU/ERG/ABS-ALA#DU/ERG/ABS-INE-PAR_gabe_ZERO#DU/ERG/ABS-ALA#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-BEREIZ-INE#DU/ERG/ABS-GEN_aitzakia_INE-INE#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-GEN_ordain_INS#DU/ERG/ABS-GEN_pe_INE#DU/ERG/ABS-SOZ
besterriratu	DU/ERG/ABS-KONP
italiartutatu	DA/ABS/
errezibitu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DU/ERG/ABL-ABS#DU/ERG/ABS
behar_garatu	DU/ERG/ABS#DU/ERG/ABS#DU/ERG/ABS-INE-INF
gogogaratu	DA/ABS/INS-SOZ
ordenatu	DA/ABS/#DU/ERG/ABS#DA/ABS/INE#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/ABL#DA/ABS/BEREIZ#DA/ABS/GEN_arabera_ZERO#DA/ABS/GEN_gain_ABL#DA/ABS/GEN_kabu_INS#DU/ERG/ABL-ABS#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_gain_ABL#DU/ERG/ABS-GEN_kabu_INS
exajeratu	DA/ABS/#DA/ABS/INE
banpirizatu	DU/ERG/ABS#DU/ERG/SOZ
lagundu	DU/ERG/#DIO/ERG/DAT#DIO/ERG/#DU/ERG/ABS#DU/ERG/INE#DU/ERG/INS#DIO/ERG/DAT-INE#DU/ERG/INF_INE#DIO/ERG/ABS#DIO/ERG/ABS-DAT#DA/ABS/#DIO/ERG/INE#DU/ERG/ABS#DIO/ERG/INF_INE#DU/ERG/ABS-INE#DIO/ERG/DAT-INS#DU/ERG/ABS-INS#DA/ABS/#ZAIO/ABS/DAT#DIO/ERG/ABS#DU/ERG/INF#DA/ABS/INF_INE#DIO/ERG/INS#DIO/ERG/ABS-DAT-INE#DU/ERG/SOZ#DA/ABS/DAT#DIO/ERG/ABS-INE#DU/ERG/ALA#DU/ERG/ABL#DU/ERG/ABS-INE#DIO/ERG/ABS-DAT#DU/ERG/ALA-INE#DU/ERG/INE-INS#DIO/ERG/INF_ERG#DIO/ERG/DAT-INF_INE#DIO/ERG/DAT#DIO/ERG/INF#ZAIO/ABS/#DU/ERG/INE-SOZ#DIO/ERG/ABS-INS#DA/ABS/INS#DA/ABS/INE#DA/ABS/INE#DIO/ERG/ALA#DU/ERG/INF_ERG#DA/ABS/DAT#DU/ERG/ABS-INS#DU/ERG/ABS-ALA#DU/ERG/GEN_arabera_ZERO#DU/ERG/PAR#DIO/ERG/ABL-DAT#DU/ERG/ABU#DIO/ERG/DAT-SOZ#DA/ABS/INF_ABS#DA/ABS/INS#DIO/ERG/SOZ#DIO/ERG/DAT-PAR#DU/ERG/ABL-INE#DIO/ERG/ABS-INE#DU/ERG/ALA-INF_INE#DU/ERG/INE-INF_INE#DU/ERG/KONP#DU/ERG/ZHG#DIO/ERG/ABL#DIO/ERG/DAT-KAUS#DIO/ERG/DAT-INE#DIO/ERG/INE-INF_INE#DIO/ERG/ZHG#DA/ABS/INF#DA/ABS/#DIO/ERG/ABS-ALA-DAT#DU/ERG/ABS-INE-INS#DIO/ERG/INE-INS#DU/ERG/ABL-ABS#DU/ERG/ABS-SOZ#ZAIO/ABS/#DA/ABS/SOZ#DIO/ERG/ALA-INE#DIO/ERG/GEN_arabera_ZERO#DIO/ERG/ABU-DAT#ZAIO/ABS/DAT-INE#DIO/ERG/DAT-GEN_bide_INS#DU/ERG/ABL-ALA#DU/ERG/GEN_uste_INS#DU/ERG/ABS-BNK#DU/ERG/GEN_bide_INS#DA/ABS/ABS-INS#DA/ABS/ALA#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA-INE#DU/ERG/GEN_alde_ABS#DU/ERG/GEN_inguru_INE-INS#ZAIO/ABS/DAT-SOZ#ZAIO/ABS/DAT-INS-SOZ#DIO/ERG/ABS-INS#DIO/ERG/ABS-ALA#DIO/ERG/ALA-DAT#DIO/ERG/DAT-INE-INS#DIO/ERG/DAT-INE-SOZ#DU/ERG/ABL-ABS-INF-SOZ#DU/ERG/ABL-SOZ
patrikaratu	DU/ERG/ABL-ABS#DU/ERG/ABL_gora_ZERO-ABS#DU/ERG/ABS-BEREIZ#DU/ERG/ABS#DA/ABS/
erran	DU/ERG/#DU/ERG/KONP#DU/ERG/ABS#DIO/ERG/#DIO/ERG/DAT#DU/ERG/INE#DA/ABS/#DU/ERG/INF#DIO/ERG/KONP#DIO/ERG/ABS#DA/ABS/#DIO/ERG/INF#DA/ABS/INE#DA/ABS/KONP#DU/ERG/INS#DIO/ERG/INE#DU/ERG/ABS#DIO/ERG/INS#DIO/ERG/DAT-INE#DU/ERG/ABS-INE#DU/ERG/DAT_buruz_ZERO#DU/ERG/DES#DU/ERG/ABL#DU/ERG/ABS-KONP#DU/ERG/BEREIZ#DU/ERG/INE-KONP#DIO/ERG/DAT-KONP#DU/ERG/PAR#DU/ERG/ALA#DU/ERG/GEN_inguru_INE#DIO/ERG/ABS-DAT#DIO/ERG/ABL-DAT#DA/ABS/INS#ZAIO/ABS/DAT#DU/ERG/DENB#DU/ERG/INF_INE#DU/ERG/GEN_bitarte_INS#DU/ERG/MOS#DU/ERG/ZHG#DIO/ERG/ABL#DA/ABS/INF#DIO/ERG/ABS-DAT#DIO/ERG/DAT-INS#DU/ERG/ABS-INS#DU/ERG/ABS-DES#DU/ERG/SOZ#DIO/ERG/ALA-DAT#DA/ABS/DES#DA/ABS/DAT_buruz_ZERO#DIO/ERG/ABS#DA/ABS/INS#DU/ERG/ABL-INE#DU/ERG/ABL-INE-KONP#DU/ERG/ABS-INF#DU/ERG/ABS-INF_INS#DU/ERG/ABS-GEN_aitzin_INE#DU/ERG/ABS-GEN_alde_ABL#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-INE-INF_INE#DU/ERG/DAT_buruz_ZERO-INE#DU/ERG/DAT_esker_ZERO#DU/ERG/INF_ABS#DU/ERG/INF_ALA#DU/ERG/GEN_alde_ABS#DU/ERG/GEN_arabera_ZERO#DU/ERG/GEN_atze_ABL#DU/ERG/GEN_aurre_INE#DU/ERG/GEN_aurre_INE-INE#DU/ERG/GEN_esku_-KONP#DU/ERG/GEN_inguru_INE-INS-SOZ#DU/ERG/HELB#DU/ERG/INE-NR#DU/ERG/INS-ZHG#DU/ERG/MOD#DU/ERG/NR#DIO/ERG/ABL-KONP#DIO/ERG/ALA#DIO/ERG/DAT-INS_gain_ABS#DIO/ERG/DAT-KAUS#DIO/ERG/DAT-MOS#DIO/ERG/INF_INE-INS#DIO/ERG/GEN_arte_INE#DIO/ERG/HELB#DIO/ERG/INE-INF#DIO/ERG/INE-KONP#DIO/ERG/INS-KONP#DIO/ERG/ZERO_gisa_INS#DA/ABS/INF_ABS#DA/ABS/INF_DAT#DA/ABS/INF_ABS#DA/ABS/INE-INS#DA/ABS/ABU#DA/ABS/DAT#DA/ABS/GEN_bide_INS#DA/ABS/GEN_ondo_ABL#ZAIO/ABS/#ZAIO/ABS/INF#DU/ERG/GEN_bila_ZERO#DU/ERG/INE-INS#DU/ERG/INS-ZERO_barik_ZERO#DU/ERG/ZERO_arte_INE
uztartu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INE#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INF#DU/ERG/ABS-INF-SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS-SOZ#DU/ERG/ABS-BEREIZ#DU/ERG/ABL-ABS#DU/ERG/ABL-ABS-GEN_gisa_ALA-INE#DU/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-INS#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-ALA-GEN_bide_INS#DU/ERG/ABS-DAT_esker_ABS#DU/ERG/ABS-DENB#DU/ERG/ABS-INF_ABS#DU/ERG/ABS-GEN_alde_SOZ#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_bitarte_INS-SOZ#DU/ERG/ABS-INE-KONP#DU/ERG/ABS-INE-MOD#DU/ERG/ABS-SOZ-ZHG#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-ZERO_barik_ZERO#DU/ERG/ABS-ALA-GEN_bide_INS-SOZ#DU/ERG/ABS-GEN_behar_INS#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-PAR#DU/ERG/ABS-ZERO_bezala_ZERO
abuztkanporatu	DU/ERG/
kristalizatu	DA/ABS/
desafinatu	DU/ERG/ABS#DU/ERG/ABS-SOZ
erabili	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DA/ABS/INE#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DA/ABS/#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-PAR#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DA/ABS/INS#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-ZERO_gisa_ABS#DIO/ERG/ABS-DAT#DU/ERG/ABS-INE-INS#DU/ERG/ABS-BNK#DU/ERG/ABS-GEN_aurka_ABS#DA/ABS/ABS-INE#DIO/ERG/ABS#DA/ABS/SOZ#DU/ERG/ABS-ZERO_bezala_ZERO#DU/ERG/ABL-ABS-INE#DA/ABS/ABL#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-INE-INF#DA/ABS/PAR#DU/ERG/ZERO_gisa_ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-ZERO_gisa_ZERO#DA/ABS/INE-INS#DA/ABS/ZERO_gisa_ABS#DA/ABS/ALA#DU/ERG/ABS-PRO#DU/ERG/ABS-DES#DU/ERG/ABS-KAUS#DU/ERG/ABS-ZHG#DU/ERG/GEN_aurka_ABS#DA/ABS/INF#DIO/ERG/ABS-DAT-INE#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-GEN_arte_INE#DA/ABS/BNK#DU/ERG/ABS-GEN_orde_INS#DU/ERG/ABS-MOT#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-INF_INE#DU/ERG/ABS-MOD#DU/ERG/GEN_aurka_ABS-INE#DA/ABS/ABS-INS#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-INE-KAUS#DU/ERG/KONP#DA/ABS/INE-INF#DA/ABS/GEN_aurka_ABS#DU/ERG/ABS-SOZ#DU/ERG/ABS-ZERO_arte_INE#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABL_aurre_ALA-ABS#DA/ABS/PRO#DA/ABS/ZERO_bezala_ZERO#DU/ERG/ABS-GEN_hitz_INE#DA/ABS/GEN_orde_INS#DU/ERG/ABS-INE-MOT#DA/ABS/ABL-INE#DU/ERG/ABS-DENB#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-MOS#DA/ABS/DAT#ZAIO/ABS/DAT#DU/ERG/ABS-INE_behin_ZERO#DA/ABS/GEN_aurka_ABS#DA/ABS/ALA-INE#DA/ABS/DES#DU/ERG/ABS-ALA#DU/ERG/ABS-INE-INS_gain_ABS#DU/ERG/ABS-INS-SOZ#DU/ERG/ABS-GEN_kontra_ZERO-INE#DA/ABS/GEN_uste_INS#DU/ERG/ABS-INS#DU/ERG/ABS-INE-ZERO_bezala_ZERO#DU/ERG/ABS-INE-ZERO_gisa_ZERO#DA/ABS/ABS-INE-INS#DA/ABS/DES-INE#DA/ABS/GEN_kontra_ZERO#DA/ABS/INS_gain_ABS#DIO/ERG/ABS-BEREIZ-DAT#DU/ERG/ABS-INF#DU/ERG/ABS-DENB-INS#DU/ERG/ABS-INF_ABS#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-HELB#DU/ERG/ABS-INE-MOD
behar_hartu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INF#DA/ABS/#DU/ERG/ABS-INE-INF#DA/ABS/MOT#DIO/ERG/ABS_gabe_ZERO-DAT-INE#DA/ABS/INE#DU/ERG/ABS-GEN_zain_ZERO#DIO/ERG/ABS-INE#DIO/ERG/ABS#DA/ABS/GEN_zain_ZERO#DIO/ERG/ABS-GEN_zain_ZERO
egotzi	DIO/ERG/DAT#DIO/ERG/#DIO/ERG/INF_ABS#DIO/ERG/DAT-INF_ABS#DIO/ERG/INF_ABS#DIO/ERG/DAT#DIO/ERG/DAT-INF#DIO/ERG/ABS-DAT#DIO/ERG/INF#DIO/ERG/ABS#DU/ERG/#DIO/ERG/DAT-INE#DIO/ERG/ABS-DAT#DIO/ERG/INE#DIO/ERG/BEREIZ-DAT#DIO/ERG/DAT-INF#DIO/ERG/KONP#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABL-DAT#DIO/ERG/DAT-INE-INF_ABS#DIO/ERG/DAT-INS#DU/ERG/INE#DU/ERG/ABL#DIO/ERG/ABL#DIO/ERG/ALA#DIO/ERG/BEREIZ#DIO/ERG/DAT-ZHG#DU/ERG/ALA#DU/ERG/ABS#DIO/ERG/DAT-PAR#DIO/ERG/ABS#DU/ERG/INS#DIO/ERG/DAT-KONP#DIO/ERG/DAT-MOS#DIO/ERG/DAT-INE#DU/ERG/ABS#DU/ERG/ABL-INE#DU/ERG/ABS-INS#DIO/ERG/ABL-ABS-DAT-SOZ#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT-SOZ#DIO/ERG/ABS-BEREIZ-DAT#DIO/ERG/ABS-DAT-INF#DIO/ERG/ABS-DAT-INF_ABS#DIO/ERG/ABS-DAT-INS#DIO/ERG/ALA-DAT#DIO/ERG/BEREIZ-DAT-INF_ABS#DIO/ERG/BEREIZ-INF_ABS#DIO/ERG/DAT-GEN_aurre_INE#DIO/ERG/DAT-GEN_bide_INS#DIO/ERG/DAT-INE-INF#DIO/ERG/DAT-KAUS#DIO/ERG/DAT-MOD#DIO/ERG/DAT-MOT#DIO/ERG/DAT-INF_-INS#DIO/ERG/DAT-INF_-ZERO_bila_ZERO#DIO/ERG/DAT-INS_gain_ABS#DIO/ERG/DAT-SOZ#DIO/ERG/DAT-ZHG#DIO/ERG/INF-MOT#DIO/ERG/INF_DAT#DIO/ERG/GEN_aurre_INE-INE#DIO/ERG/GEN_bide_INS#DIO/ERG/GEN_uste_INS#DIO/ERG/INE-INF_NUMS#DIO/ERG/ZHG#DIO/ERG/INE-INF_ABS#DU/ERG/ABL-GEN_ondoren_ZERO#DU/ERG/ABL-INS#DU/ERG/INF_ABS#DIO/ERG/ABL#DIO/ERG/ABS-DAT-GEN_uste_INS#DIO/ERG/PAR#DIO/ERG/ABS-DAT-PAR#DIO/ERG/DAT-GEN_arabera_ZERO#DIO/ERG/DAT-GEN_bitarte_INS#DIO/ERG/DAT-INE-INS#DIO/ERG/ABL-DAT-INE#DIO/ERG/ABS-INE#DIO/ERG/ABS-INS#DIO/ERG/DAT-MOT-SOZ#DU/ERG/ABS-INE#DU/ERG/PAR#DU/ERG/ABS-GEN_uste_INS#DU/ERG/MOT-SOZ
tarteratu	DU/ERG/ABS#DU/ERG/ABS-GEN_aurka_ABS
mugatu	DU/ERG/ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-INE#DU/ERG/ABS#DIO/ERG/ABS-DAT#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INF#DU/ERG/ABS-INS#DU/ERG/ABL-ABS#DIO/ERG/ABS#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-ALA#DU/ERG/ABS-MOT#DU/ERG/ABS-INE#DU/ERG/ABS-ALA-PAR#DU/ERG/ABL_urrun_ZERO-ABS#DU/ERG/ABS-ALA-INE-KAUS#DU/ERG/ABS-DEK#DU/ERG/ABS-INF_INE#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_gain_DESK-INFZERO#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INE-INS#DU/ERG/ABS-MOD#DU/ERG/ABS-SOZ#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-SOZ#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-ALA-DAT#DU/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INS#DU/ERG/ABS-ALA-DES-INE#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-BEREIZ-GEN_arabera_ZERO#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-GEN_barru_ABS#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS-PAR#DU/ERG/ABS-ZERO_gisa_ABS#DIO/ERG/ABS-ALA#DIO/ERG/ABS-INE#DIO/ERG/ABS#DIO/ERG/ABS-INS#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABL-ABS-DAT#DIO/ERG/ABS-ALA-DAT-INE#DIO/ERG/ABS-MOT#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA-PAR#DIO/ERG/ABL-ABS#DIO/ERG/ABS-DAT-SOZ#DIO/ERG/ABS-DAT-GEN_arte_INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-SOZ#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABS-GEN_uste_INS#DIO/ERG/ABS-INS#DIO/ERG/ABS-ALA-DES-INE#DIO/ERG/ABS-ALA-SOZ#DIO/ERG/ABS-BEREIZ#DIO/ERG/ABS-BEREIZ-GEN_arabera_ZERO#DIO/ERG/ABS-GEN_aurka_ABS#DIO/ERG/ABS-GEN_barru_ABS#DIO/ERG/ABS-GEN_barru_INE#DIO/ERG/ABS-GEN_bide_INS#DIO/ERG/ABS-GEN_bitarte_INS#DIO/ERG/ABS-PAR#DIO/ERG/ABS-ZERO_gisa_ABS
desantu	ZAIO/ABS/INF
behar_bisitatu	DU/ERG/ABS-INE
biluzi	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-ALA#DA/ABS/ABL_behe_ALA#DA/ABS/INE#DU/ERG/ABS-INE#DA/ABS/ABL_gora_ZERO#DA/ABS/ALA#DA/ABS/INE-INS#DA/ABS/INS#DU/ERG/ABL-ABS#DU/ERG/ABL_gora_ZERO-ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INS#DU/ERG/ABS-INS_gora_ZERO#DA/ABS/#DA/ABS/SOZ#DU/ERG/ABL_behe_ALA-ABS#DU/ERG/ABS#DU/ERG/ABS-SOZ
behar_gaineratu	DU/ERG/INF
inmobilizatu	DU/ERG/ABS#DU/ERG/ABS-INS
behar_lotu	DU/ERG/#DU/ERG/INF#DA/ABS/#DU/ERG/ABS#DA/ABS/
amildu	DA/ABS/INE#DA/ABS/#DA/ABS/ALA#DA/ABS/INE_behe_ALA#DA/ABS/INS#DA/ABS/ALA-INE#DA/ABS/ALA-SOZ#DA/ABS/INE-INF#DA/ABS/SOZ
inguratu	DU/ERG/ABS#DA/ABS/INS#DU/ERG/ABS-INS#DA/ABS/#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INE#DA/ABS/ALA#DU/ERG/ABS#DA/ABS/INE-INS#ZAIO/ABS/#DA/ABS/INE#DU/ERG/ABS-INS#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABL-ABS#DA/ABS/#DU/ERG/ABS-ALA#DU/ERG/ABS-INF#DA/ABS/ABS-INS#ZAIO/ABS/INS#DU/ERG/ABS-SOZ#DA/ABS/ALA-INE-INS#ZAIO/ABS/#DU/ERG/ABL-ABS-INS#ZAIO/ABS/INE#DU/ERG/ABS-INE#DU/ERG/ABS-ALA-INE-ZHG#DU/ERG/ABS-GEN_hitz_INE-INS#DU/ERG/ABS-GEN_konpainia_INE#DU/ERG/ABS-INE-INS-ZERO_inguru_ALA#DA/ABS/ALA-DAT#DA/ABS/ALA-GEN_arabera_ZERO#DA/ABS/ALA-INE-INE_zehar_ZERO#DA/ABS/ALA_arte_ZERO#DA/ABS/DAT#DA/ABS/GEN_ondoren_ZERO#DA/ABS/ZERO_inguru_ALA#ZAIO/ABS/ABS-#ZAIO/ABS/KONP#DA/ABS/ABL-INS#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABS-ALA#DU/ERG/ABS-INE-INS#DU/ERG/ABS-ALA-GEN_aurre_INE#DU/ERG/ABS-ALA-INE-INS#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-BEREIZ-INE#DU/ERG/ABS-GEN_arte_INE-INE#DU/ERG/ABS-GEN_arte_INE-INS#DU/ERG/ABS-INE-INS-SOZ#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INE-ZERO_inguru_ZERO#DU/ERG/ABS-PAR#ZAIO/ABS/INE-INS#DA/ABS/ABL#DA/ABS/ABL-SOZ#DA/ABS/ABS-ALA#DA/ABS/ABS-INE-INS#DA/ABS/ALA-GEN_aurre_INE#DA/ABS/ALA-INS#DA/ABS/BEREIZ-INE#DA/ABS/GEN_arte_INE-INE#DA/ABS/GEN_arte_INE-INS#DA/ABS/INE-INS-SOZ#DA/ABS/INE-SOZ#DA/ABS/INE-ZERO_inguru_ZERO#DA/ABS/PAR#DA/ABS/SOZ#ZAIO/ABS/ABS-INS#ZAIO/ABS/#ZAIO/ABS/ABL-INS#ZAIO/ABS/ALA#ZAIO/ABS/ABL#ZAIO/ABS/ABL-SOZ#ZAIO/ABS/ABS-ALA#ZAIO/ABS/ABS-INE-INS#ZAIO/ABS/ALA-GEN_aurre_INE#ZAIO/ABS/ALA-INE-INS#ZAIO/ABS/ALA-INS#ZAIO/ABS/BEREIZ-INE#ZAIO/ABS/GEN_arte_INE-INE#ZAIO/ABS/GEN_arte_INE-INS#ZAIO/ABS/INE-INS-SOZ#ZAIO/ABS/INE-SOZ#ZAIO/ABS/INE-ZERO_inguru_ZERO#ZAIO/ABS/PAR#ZAIO/ABS/SOZ
hotzitu	DA/ABS/
susmatu	DU/ERG/#DU/ERG/KONP#DA/ABS/#DU/ERG/INF#DU/ERG/INE#DA/ABS/#DIO/ERG/DAT#DU/ERG/INS#DA/ABS/INE#DA/ABS/KAUS#DA/ABS/KONP#DIO/ERG/#ZAIO/ABS/DAT#DU/ERG/ABS-GEN_lepo_ABL#DA/ABS/GEN_lepo_ABL#ZAIO/ABS/DAT#DIO/ERG/ABS-GEN_lepo_ABL#ZAIO/ABS/GEN_lepo_ABL
askatu	DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DU/ERG/ABL-ABS#DU/ERG/ABS#DA/ABS/INE#DU/ERG/ABS-ALA#DU/ERG/ABS-INS#DU/ERG/ABS-INE#ZAIO/ABS/DAT#DU/ERG/ABS-INF#DA/ABS/ABL#DIO/ERG/ABS-DAT#DA/ABS/#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-INE-INF#DU/ERG/ABS-PAR#DIO/ERG/ABS#ZAIO/ABS/#DU/ERG/ABS-DENB#DU/ERG/ABS-INE-INS#DU/ERG/ABS-KAUS#DA/ABS/INF#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INS#DU/ERG/ABS-PAR#DU/ERG/ABS-PRO#DU/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-GEN_truke_ZERO#DA/ABS/INS#ZAIO/ABS/ABS-DAT#DA/ABS/ABL-INE#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL-ABS-GEN_bide_INS#DU/ERG/ABS-GEN_buru_INE#DU/ERG/ABS_arte_ZERO#DU/ERG/ABS_gabe_ZERO-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-ALA-INE-MOD#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-GEN_buru_INE#DU/ERG/ABS-INE-KAUS#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-KAUS-MOT#DU/ERG/ABS-MOD#DU/ERG/ABS-ZHG#DU/ERG/KONP#DA/ABS/ALA-INE#DA/ABS/INE-INS#DA/ABS/INE-INS_gain_ABS#ZAIO/ABS/INS-ZERO_barik_ZERO#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-INS-SOZ#DU/ERG/ABL-ABS-GEN_arabera_ZERO#DU/ERG/ABS-SOZ#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_arte_INE-PRO#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-MOT#DU/ERG/ABS-ZERO_alde_ALA#DU/ERG/ABS-ZERO_inguru_ABS#DIO/ERG/ABS-DAT#ZAIO/ABS/DAT-INS#DA/ABS/ALA#DA/ABS/SOZ#DIO/ERG/ABS-DAT-INS#ZAIO/ABS/INE#ZAIO/ABS/ABL#DA/ABS/GEN_arabera_ZERO-INE#DA/ABS/GEN_truke_ZERO#ZAIO/ABS/#DIO/ERG/ABS-INE#DIO/ERG/ABL-ABS#DA/ABS/ABL-GEN_arabera_ZERO#DA/ABS/ABS-INE#DA/ABS/ABS-INE-INS#DA/ABS/ABS-INS#DA/ABS/ABS-PAR#DA/ABS/ABS-SOZ#DA/ABS/DES#DA/ABS/GEN_arabera_ZERO#DA/ABS/GEN_arte_INE-PRO#DA/ABS/INE-PAR#DA/ABS/MOT#DA/ABS/PAR#DA/ABS/PRO#DA/ABS/ZERO_alde_ALA#DA/ABS/ZERO_inguru_ABS#DIO/ERG/ABS#ZAIO/ABS/INS#DIO/ERG/ABS-INS#ZAIO/ABS/ALA#ZAIO/ABS/SOZ#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-ALA#ZAIO/ABS/GEN_arabera_ZERO-INE#ZAIO/ABS/GEN_truke_ZERO#DIO/ERG/ABS-PAR#DIO/ERG/ABS-SOZ
falta_izan	DA/ABS/#DA/ABS/INE#DA/ABS/PAR#DA/ABS/INE-PAR#ZAIO/ABS/#ZAIO/ABS/#ZAIO/ABS/DAT#ZAIO/ABS/PAR#ZAIO/ABS/INE#DA/ABS/ABS-INE#DA/ABS/ABS-SOZ#DA/ABS/ABS-ZHG#DA/ABS/ALA-INE#DA/ABS/INE-INS#DA/ABS/INS-KONP#ZAIO/ABS/DAT-INE-PAR#ZAIO/ABS/INE-PAR#DA/ABS/ABS-GEN_esku_ABL-PAR#DA/ABS/SOZ#ZAIO/ABS/ABS-GEN_esku_ABL-PAR#ZAIO/ABS/SOZ
ibairatu	DA/ABS/
narmendu	DA/ABS/
